,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
0,35,22,63,36,184,19,0,1,8,19.14,31.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,2,2,3.4841361045837402,0,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,0
1,37,27,62,45,207,10,0,1,8,19.62,33.0,new,experiments/results/AT_2_2/5mill_C/1.onnx,AT,2,2,106.90676832199097,50000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,1
2,30,20,48,30,185,7,0,1,6,18.66,30.0,new,experiments/results/AT_2_2/5mill_C/2.onnx,AT,2,2,211.83314108848572,100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,2
3,37,27,64,45,185,8,0,1,7,19.14,38.0,new,experiments/results/AT_2_2/5mill_C/3.onnx,AT,2,2,316.2072434425354,150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,3
4,35,22,60,36,185,23,0,1,5,19.14,34.0,new,experiments/results/AT_2_2/5mill_C/4.onnx,AT,2,2,420.8102614879608,200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,4
5,37,27,63,45,171,4,0,1,6,19.14,29.0,new,experiments/results/AT_2_2/5mill_C/5.onnx,AT,2,2,526.6829426288605,250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,5
6,36,22,62,36,188,12,0,1,8,19.14,30.0,new,experiments/results/AT_2_2/5mill_C/6.onnx,AT,2,2,633.2126460075378,300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,6
7,23,20,37,30,176,8,0,1,1,18.18,15.0,new,experiments/results/AT_2_2/5mill_C/7.onnx,AT,2,2,740.0839819908142,350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,7
8,25,20,38,30,194,6,0,1,2,18.18,21.0,new,experiments/results/AT_2_2/5mill_C/8.onnx,AT,2,2,849.4124274253845,400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,8
9,22,20,36,30,163,8,0,1,0,18.18,24.0,new,experiments/results/AT_2_2/5mill_C/9.onnx,AT,2,2,957.450355052948,450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,9
10,27,20,43,30,202,9,0,1,4,18.18,29.0,new,experiments/results/AT_2_2/5mill_C/10.onnx,AT,2,2,1064.67001247406,500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,10
11,23,23,35,33,182,7,0,2,0,17.7,21.0,new,experiments/results/AT_2_2/5mill_C/11.onnx,AT,2,2,1172.3248705863953,550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,11
12,26,23,38,33,200,7,0,1,3,18.18,27.0,new,experiments/results/AT_2_2/5mill_C/12.onnx,AT,2,2,1279.6666810512543,600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,12
13,21,20,32,30,179,5,0,1,1,17.62,18.0,new,experiments/results/AT_2_2/5mill_C/13.onnx,AT,2,2,1387.8623390197754,650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,13
14,25,23,37,33,187,7,0,2,2,18.18,20.0,new,experiments/results/AT_2_2/5mill_C/14.onnx,AT,2,2,1494.9350662231445,700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,14
15,32,25,51,39,182,16,0,1,5,18.66,33.0,new,experiments/results/AT_2_2/5mill_C/15.onnx,AT,2,2,1600.7520627975464,750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,15
16,30,20,45,30,169,11,0,2,5,18.18,23.0,new,experiments/results/AT_2_2/5mill_C/16.onnx,AT,2,2,1706.8617143630981,800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,16
17,32,25,53,39,173,15,0,2,7,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/17.onnx,AT,2,2,1813.5224158763885,850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,17
18,32,25,51,39,174,15,0,2,5,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/18.onnx,AT,2,2,1921.9341068267822,900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,18
19,30,23,46,33,174,13,0,2,6,18.18,20.0,new,experiments/results/AT_2_2/5mill_C/19.onnx,AT,2,2,2029.8331441879272,950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,19
20,32,25,53,39,207,17,0,2,7,18.66,19.0,new,experiments/results/AT_2_2/5mill_C/20.onnx,AT,2,2,2136.691545724869,1000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,20
21,32,25,53,39,216,17,0,2,7,18.66,27.0,new,experiments/results/AT_2_2/5mill_C/21.onnx,AT,2,2,2241.8357815742493,1050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,21
22,32,22,53,36,174,17,0,1,7,18.66,18.0,new,experiments/results/AT_2_2/5mill_C/22.onnx,AT,2,2,2347.649318933487,1100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,22
23,32,25,53,39,178,11,0,2,7,18.66,24.0,new,experiments/results/AT_2_2/5mill_C/23.onnx,AT,2,2,2453.33296084404,1150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,23
24,32,25,53,39,175,17,0,2,7,18.66,23.0,new,experiments/results/AT_2_2/5mill_C/24.onnx,AT,2,2,2558.820764064789,1200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,24
25,32,25,53,39,167,17,0,2,7,18.66,19.0,new,experiments/results/AT_2_2/5mill_C/25.onnx,AT,2,2,2665.597010374069,1250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,25
26,30,23,46,33,171,13,0,2,6,18.18,17.0,new,experiments/results/AT_2_2/5mill_C/26.onnx,AT,2,2,2772.7010424137115,1300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,26
27,32,25,53,39,201,17,0,2,7,18.66,29.0,new,experiments/results/AT_2_2/5mill_C/27.onnx,AT,2,2,2880.173027038574,1350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,27
28,30,23,46,33,161,13,0,2,6,18.18,22.0,new,experiments/results/AT_2_2/5mill_C/28.onnx,AT,2,2,2986.6562662124634,1400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,28
29,32,25,53,39,188,17,0,2,7,18.66,22.0,new,experiments/results/AT_2_2/5mill_C/29.onnx,AT,2,2,3090.9666011333466,1450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,29
30,32,25,53,39,162,17,0,1,7,18.66,23.0,new,experiments/results/AT_2_2/5mill_C/30.onnx,AT,2,2,3194.6409254074097,1500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,30
31,32,22,53,36,195,17,0,1,7,18.66,24.0,new,experiments/results/AT_2_2/5mill_C/31.onnx,AT,2,2,3298.696309566498,1550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,31
32,32,25,53,39,177,15,0,1,7,18.66,27.0,new,experiments/results/AT_2_2/5mill_C/32.onnx,AT,2,2,3403.2610034942627,1600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,32
33,32,22,53,36,165,17,0,1,7,18.66,20.0,new,experiments/results/AT_2_2/5mill_C/33.onnx,AT,2,2,3506.34725689888,1650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,33
34,32,22,53,36,174,17,0,1,7,18.66,26.0,new,experiments/results/AT_2_2/5mill_C/34.onnx,AT,2,2,3610.28106546402,1700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,34
35,32,22,52,36,165,17,0,1,6,18.66,17.0,new,experiments/results/AT_2_2/5mill_C/35.onnx,AT,2,2,3714.4934062957764,1750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,35
36,32,22,53,36,184,17,0,1,7,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/36.onnx,AT,2,2,3819.9175832271576,1800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,36
37,32,22,53,36,166,17,0,1,7,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/37.onnx,AT,2,2,3924.501338481903,1850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,37
38,32,22,53,36,206,17,0,1,7,18.66,24.0,new,experiments/results/AT_2_2/5mill_C/38.onnx,AT,2,2,4029.852792263031,1900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,38
39,32,22,53,36,206,17,0,1,7,18.66,31.0,new,experiments/results/AT_2_2/5mill_C/39.onnx,AT,2,2,4134.616121768951,1950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,39
40,30,20,46,30,171,13,0,1,6,18.18,19.0,new,experiments/results/AT_2_2/5mill_C/40.onnx,AT,2,2,4239.132597923279,2000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,40
41,32,22,53,36,177,17,0,1,7,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/41.onnx,AT,2,2,4344.05627989769,2050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,41
42,30,23,46,33,197,13,0,1,6,18.18,22.0,new,experiments/results/AT_2_2/5mill_C/42.onnx,AT,2,2,4448.076286554337,2100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,42
43,32,25,53,39,176,17,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/43.onnx,AT,2,2,4551.998082876205,2150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,43
44,30,23,46,33,192,13,0,1,6,18.18,23.0,new,experiments/results/AT_2_2/5mill_C/44.onnx,AT,2,2,4655.381810426712,2200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,44
45,30,20,46,30,162,13,0,1,6,18.18,20.0,new,experiments/results/AT_2_2/5mill_C/45.onnx,AT,2,2,4760.081761598587,2250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,45
46,32,22,53,36,168,16,0,1,7,18.66,17.0,new,experiments/results/AT_2_2/5mill_C/46.onnx,AT,2,2,4864.331658601761,2300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,46
47,32,25,53,39,181,15,0,1,7,18.66,34.0,new,experiments/results/AT_2_2/5mill_C/47.onnx,AT,2,2,4969.142100811005,2350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,47
48,32,22,53,36,192,16,0,1,7,18.66,19.0,new,experiments/results/AT_2_2/5mill_C/48.onnx,AT,2,2,5074.54586148262,2400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,48
49,32,22,53,36,194,16,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/49.onnx,AT,2,2,5177.746978998184,2450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,49
50,32,22,53,36,175,16,0,1,7,18.66,16.0,new,experiments/results/AT_2_2/5mill_C/50.onnx,AT,2,2,5280.885291099548,2500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,50
51,32,22,53,36,163,16,0,1,7,18.66,19.0,new,experiments/results/AT_2_2/5mill_C/51.onnx,AT,2,2,5383.593439817429,2550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,51
52,32,22,53,36,164,16,0,1,7,18.66,24.0,new,experiments/results/AT_2_2/5mill_C/52.onnx,AT,2,2,5486.007263422012,2600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,52
53,29,22,51,36,177,20,0,1,3,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/53.onnx,AT,2,2,5588.642411470413,2650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,53
54,32,22,55,36,172,21,0,1,3,19.14,27.0,new,experiments/results/AT_2_2/5mill_C/54.onnx,AT,2,2,5691.672760248184,2700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,54
55,32,22,53,36,181,16,0,1,7,18.66,15.0,new,experiments/results/AT_2_2/5mill_C/55.onnx,AT,2,2,5795.022918224335,2750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,55
56,32,25,53,39,198,16,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/56.onnx,AT,2,2,5898.642693042755,2800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,56
57,32,22,53,36,165,16,0,1,7,18.66,16.0,new,experiments/results/AT_2_2/5mill_C/57.onnx,AT,2,2,6002.458394289017,2850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,57
58,32,25,52,39,197,16,0,1,6,18.66,19.0,new,experiments/results/AT_2_2/5mill_C/58.onnx,AT,2,2,6106.026592254639,2900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,58
59,32,25,53,39,164,16,0,1,7,18.66,20.0,new,experiments/results/AT_2_2/5mill_C/59.onnx,AT,2,2,6210.016995191574,2950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,59
60,32,25,53,39,205,16,0,1,7,18.66,23.0,new,experiments/results/AT_2_2/5mill_C/60.onnx,AT,2,2,6312.90834736824,3000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,60
61,32,25,53,39,175,16,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/61.onnx,AT,2,2,6417.092373609543,3050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,61
62,32,25,53,39,181,16,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/62.onnx,AT,2,2,6520.364821195602,3100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,62
63,30,20,46,30,165,8,0,1,6,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/63.onnx,AT,2,2,6624.337438106537,3150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,63
64,32,25,53,39,201,16,0,1,7,18.66,18.0,new,experiments/results/AT_2_2/5mill_C/64.onnx,AT,2,2,6728.772523164749,3200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,64
65,32,25,52,39,163,16,0,1,6,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/65.onnx,AT,2,2,6834.2109344005585,3250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,65
66,32,25,52,39,165,16,0,1,6,18.66,26.0,new,experiments/results/AT_2_2/5mill_C/66.onnx,AT,2,2,6939.501728057861,3300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,66
67,32,22,52,36,188,16,0,1,6,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/67.onnx,AT,2,2,7044.251819610596,3350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,67
68,32,25,53,39,178,17,0,1,7,18.66,30.0,new,experiments/results/AT_2_2/5mill_C/68.onnx,AT,2,2,7149.213828325272,3400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,68
69,25,22,42,36,164,14,0,1,3,18.18,21.0,new,experiments/results/AT_2_2/5mill_C/69.onnx,AT,2,2,7254.642714262009,3450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,69
70,32,25,52,39,172,16,0,1,6,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/70.onnx,AT,2,2,7359.870670795441,3500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,70
71,32,22,52,36,199,16,0,1,6,18.66,20.0,new,experiments/results/AT_2_2/5mill_C/71.onnx,AT,2,2,7465.283385515213,3550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,71
72,32,22,53,36,198,17,0,1,7,18.66,20.0,new,experiments/results/AT_2_2/5mill_C/72.onnx,AT,2,2,7570.112187623978,3600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,72
73,25,22,43,36,188,14,0,1,4,18.18,24.0,new,experiments/results/AT_2_2/5mill_C/73.onnx,AT,2,2,7675.242475271225,3650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,73
74,32,22,53,36,178,17,0,1,7,18.66,26.0,new,experiments/results/AT_2_2/5mill_C/74.onnx,AT,2,2,7779.449259757996,3700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,74
75,28,25,47,39,208,14,0,1,6,18.18,25.0,new,experiments/results/AT_2_2/5mill_C/75.onnx,AT,2,2,7884.268879413605,3750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,75
76,32,25,53,39,180,17,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/76.onnx,AT,2,2,7989.708977460861,3800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,76
77,28,25,46,39,161,14,0,1,5,18.18,21.0,new,experiments/results/AT_2_2/5mill_C/77.onnx,AT,2,2,8094.986045598984,3850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,77
78,28,25,45,39,204,14,0,1,4,18.18,18.0,new,experiments/results/AT_2_2/5mill_C/78.onnx,AT,2,2,8199.021156072617,3900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,78
79,25,22,42,36,166,14,0,1,3,18.18,20.0,new,experiments/results/AT_2_2/5mill_C/79.onnx,AT,2,2,8304.156336069107,3950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,79
80,32,25,52,39,197,16,0,1,6,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/80.onnx,AT,2,2,8408.438850164413,4000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,80
81,32,22,52,36,205,17,0,1,6,18.66,32.0,new,experiments/results/AT_2_2/5mill_C/81.onnx,AT,2,2,8512.387189149857,4050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,81
82,29,23,45,33,173,13,0,1,5,18.18,19.0,new,experiments/results/AT_2_2/5mill_C/82.onnx,AT,2,2,8614.917292118073,4100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,82
83,31,22,52,36,171,17,0,1,6,18.66,28.0,new,experiments/results/AT_2_2/5mill_C/83.onnx,AT,2,2,8720.278341531754,4150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,83
84,32,22,53,36,190,16,0,1,7,18.66,20.0,new,experiments/results/AT_2_2/5mill_C/84.onnx,AT,2,2,8823.37526679039,4200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,84
85,32,22,53,36,167,16,0,1,7,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/85.onnx,AT,2,2,8927.994131803513,4250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,85
86,32,25,53,39,166,17,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/86.onnx,AT,2,2,9031.363758563995,4300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,86
87,32,25,52,39,192,16,0,1,6,18.66,27.0,new,experiments/results/AT_2_2/5mill_C/87.onnx,AT,2,2,9135.891437530518,4350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,87
88,30,20,46,30,164,13,0,1,6,18.18,24.0,new,experiments/results/AT_2_2/5mill_C/88.onnx,AT,2,2,9239.558747529984,4400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,88
89,31,20,51,30,193,16,0,1,6,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/89.onnx,AT,2,2,9343.695011377335,4450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,89
90,32,22,53,36,185,16,0,1,7,18.66,28.0,new,experiments/results/AT_2_2/5mill_C/90.onnx,AT,2,2,9448.352343559265,4500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,90
91,32,25,52,39,190,16,0,1,6,18.66,26.0,new,experiments/results/AT_2_2/5mill_C/91.onnx,AT,2,2,9554.3278028965,4550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,91
92,32,22,53,36,168,15,0,1,7,18.66,17.0,new,experiments/results/AT_2_2/5mill_C/92.onnx,AT,2,2,9659.589289665222,4600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,92
93,32,25,53,39,177,14,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/93.onnx,AT,2,2,9765.37477850914,4650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,93
94,32,25,53,39,176,16,0,1,7,18.66,21.0,new,experiments/results/AT_2_2/5mill_C/94.onnx,AT,2,2,9869.254372358322,4700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,94
95,32,22,53,36,177,17,0,1,7,18.66,24.0,new,experiments/results/AT_2_2/5mill_C/95.onnx,AT,2,2,9972.239525556564,4750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,95
96,31,27,53,45,193,18,0,1,6,18.66,23.0,new,experiments/results/AT_2_2/5mill_C/96.onnx,AT,2,2,10078.528798103333,4800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,96
97,32,25,53,39,204,17,0,1,7,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/97.onnx,AT,2,2,10182.166432857513,4850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,97
98,32,25,53,39,165,17,0,1,7,18.66,24.0,new,experiments/results/AT_2_2/5mill_C/98.onnx,AT,2,2,10287.630630254745,4900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,98
99,32,22,52,36,198,17,0,1,6,18.66,25.0,new,experiments/results/AT_2_2/5mill_C/99.onnx,AT,2,2,10393.071948289871,4950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,99
100,32,25,52,39,182,15,0,1,6,18.66,26.0,new,experiments/results/AT_2_2/5mill_C/100.onnx,AT,2,2,10496.499245166779,5000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,100
