,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,avg q,idx
0,2.2912437915802,0,1e-05,20,0.1,15,True,10000,True,10000,True,0.15327382,0
1,153.82769012451172,50000,1e-05,20,0.1,15,True,10000,True,10000,True,-4.136274,1
2,304.7622060775757,100000,1e-05,20,0.1,15,True,10000,True,10000,True,-8.307247,2
3,457.57513761520386,150000,1e-05,20,0.1,15,True,10000,True,10000,True,-12.61602,3
4,610.7999794483185,200000,1e-05,20,0.1,15,True,10000,True,10000,True,-17.13686,4
5,763.880964756012,250000,1e-05,20,0.1,15,True,10000,True,10000,True,-21.45953,5
6,908.8063385486603,300000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.174255,6
7,1051.5107245445251,350000,1e-05,20,0.1,15,True,10000,True,10000,True,-25.11475,7
8,1196.5427136421204,400000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.408785,8
9,1342.956680059433,450000,1e-05,20,0.1,15,True,10000,True,10000,True,-32.999382,9
10,1486.0395646095276,500000,1e-05,20,0.1,15,True,10000,True,10000,True,-35.93905,10
11,1626.8720519542694,550000,1e-05,20,0.1,15,True,10000,True,10000,True,-31.736917,11
12,1771.5247094631195,600000,1e-05,20,0.1,15,True,10000,True,10000,True,-37.482506,12
13,1915.4372177124023,650000,1e-05,20,0.1,15,True,10000,True,10000,True,-40.527054,13
14,2058.3344507217407,700000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.03599,14
15,2199.606385946274,750000,1e-05,20,0.1,15,True,10000,True,10000,True,-36.728416,15
16,2342.852798938751,800000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.98166,16
17,2485.261186361313,850000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.56924,17
18,2626.552805185318,900000,1e-05,20,0.1,15,True,10000,True,10000,True,-34.559437,18
19,2770.1667096614838,950000,1e-05,20,0.1,15,True,10000,True,10000,True,-39.510548,19
20,2916.4406402111053,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,-40.405018,20
21,3062.575684785843,1050000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.152054,21
22,3208.430509328842,1100000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.360176,22
23,3354.051646232605,1150000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.847324,23
24,3500.2711362838745,1200000,1e-05,20,0.1,15,True,10000,True,10000,True,-38.292313,24
25,3648.004135131836,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.5662,25
26,3795.092618227005,1300000,1e-05,20,0.1,15,True,10000,True,10000,True,-40.60276,26
27,3944.9240686893463,1350000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.60362,27
28,4095.2371983528137,1400000,1e-05,20,0.1,15,True,10000,True,10000,True,-38.515446,28
29,4255.916307449341,1450000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.960354,29
30,4418.1786897182465,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.812687,30
31,4577.285993099213,1550000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.012867,31
32,4754.48450422287,1600000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.55233,32
33,4926.64639544487,1650000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.57375,33
34,5115.315544605255,1700000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.43439,34
35,5303.391233921051,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.474823,35
36,5488.4787220954895,1800000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.774014,36
37,5678.145860671997,1850000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.561943,37
38,5869.430189371109,1900000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.94661,38
39,6061.988914489746,1950000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.586132,39
40,6254.824652194977,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.576485,40
41,6449.99201965332,2050000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.199238,41
42,6634.290271520615,2100000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.765816,42
43,6795.890761613846,2150000,1e-05,20,0.1,15,True,10000,True,10000,True,-46.40199,43
44,6969.017799854279,2200000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.608185,44
45,7146.564169883728,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,-47.69791,45
46,7325.89640545845,2300000,1e-05,20,0.1,15,True,10000,True,10000,True,-46.33957,46
47,7502.2988040447235,2350000,1e-05,20,0.1,15,True,10000,True,10000,True,-46.1881,47
48,7678.094872236252,2400000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.78753,48
49,7861.6328547000885,2450000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.85583,49
50,8045.4810910224915,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.961246,50
51,8226.460072994232,2550000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.968098,51
52,8408.102653265,2600000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.917778,52
53,8585.71143078804,2650000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.82092,53
54,8769.255353689194,2700000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.677143,54
55,8947.566943407059,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.809658,55
56,9127.93765091896,2800000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.617588,56
57,9315.60797071457,2850000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.74066,57
58,9494.424157381058,2900000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.39985,58
59,9681.841735601425,2950000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.87704,59
60,9864.81908607483,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.530468,60
61,10049.315153121948,3050000,1e-05,20,0.1,15,True,10000,True,10000,True,-39.94173,61
62,10237.655341863632,3100000,1e-05,20,0.1,15,True,10000,True,10000,True,-40.93112,62
63,10425.093554496765,3150000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.349358,63
64,10611.71157836914,3200000,1e-05,20,0.1,15,True,10000,True,10000,True,-38.864765,64
65,10797.847514152527,3250000,1e-05,20,0.1,15,True,10000,True,10000,True,-37.371098,65
66,10985.692442893982,3300000,1e-05,20,0.1,15,True,10000,True,10000,True,-40.865726,66
67,11174.571463108063,3350000,1e-05,20,0.1,15,True,10000,True,10000,True,-39.057217,67
68,11371.18119764328,3400000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.84993,68
69,11522.27633857727,3450000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.529423,69
70,11667.145188808441,3500000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.03622,70
71,11812.257318973541,3550000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.26072,71
72,11956.648144721985,3600000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.30428,72
73,12103.372812271118,3650000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.074272,73
74,12250.280461549759,3700000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.346737,74
75,12396.616234779358,3750000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.779488,75
76,12542.891321659088,3800000,1e-05,20,0.1,15,True,10000,True,10000,True,-39.913467,76
77,12690.342539548874,3850000,1e-05,20,0.1,15,True,10000,True,10000,True,-40.775475,77
78,12838.192420482635,3900000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.939526,78
79,12983.457647323608,3950000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.317913,79
80,13129.09164428711,4000000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.706455,80
81,13274.130944252014,4050000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.16307,81
82,13418.715017557144,4100000,1e-05,20,0.1,15,True,10000,True,10000,True,-41.748875,82
83,13565.425724983215,4150000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.28971,83
84,13709.346066474915,4200000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.721035,84
85,13855.376774549484,4250000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.29067,85
86,14002.324865102768,4300000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.653687,86
87,14147.820885419846,4350000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.630363,87
88,14293.669562101364,4400000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.228905,88
89,14440.718663215637,4450000,1e-05,20,0.1,15,True,10000,True,10000,True,-43.47503,89
90,14587.359708070755,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.46306,90
91,14733.127433776855,4550000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.402306,91
92,14878.613596439362,4600000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.247524,92
93,15023.656461715698,4650000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.359276,93
94,15170.908380508423,4700000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.106033,94
95,15315.582768678665,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,-42.075665,95
96,15460.736802816391,4800000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.226536,96
97,15608.750026226044,4850000,1e-05,20,0.1,15,True,10000,True,10000,True,-44.551437,97
98,15754.860882520676,4900000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.466934,98
99,15901.455195426941,4950000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.875736,99
100,16047.688101768494,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,-45.815716,100
