,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
0,4,0,3,0,59,0,0,0,1,0.0,6.0,false,OpenSet RA,r,DP,1,1
1,5,0,4,0,16,0,0,0,1,0.0,2.0,false,OpenSet RA,r,DP,1,2
2,6,0,5,0,14,0,0,0,1,0.0,3.0,false,OpenSet RA,r,DP,1,3
3,7,0,6,0,15,0,0,0,1,0.0,3.0,false,OpenSet RA,r,DP,1,4
4,8,0,7,0,14,0,0,0,1,0.0,4.0,false,OpenSet RA,r,DP,1,5
5,9,0,8,0,21,0,0,0,1,0.0,3.0,false,OpenSet RA,r,DP,1,6
6,10,0,9,0,16,0,0,0,1,0.0,5.0,false,OpenSet RA,r,DP,1,7
7,11,0,10,0,21,0,0,0,1,0.0,7.0,false,OpenSet RA,r,DP,1,8
8,12,0,11,0,23,0,0,0,1,0.0,6.0,false,OpenSet RA,r,DP,1,9
9,13,0,12,0,19,0,0,0,1,0.0,5.0,false,OpenSet RA,r,DP,1,10
10,14,0,13,0,18,0,0,0,1,0.0,6.0,false,OpenSet RA,r,DP,1,11
11,15,0,14,0,19,0,0,0,1,0.0,5.0,false,OpenSet RA,r,DP,1,12
12,16,0,15,0,20,0,0,0,1,0.0,6.0,false,OpenSet RA,r,DP,1,13
13,17,0,16,0,26,0,0,0,1,0.0,5.0,false,OpenSet RA,r,DP,1,14
14,18,0,17,0,20,0,0,0,1,0.0,4.0,false,OpenSet RA,r,DP,1,15
15,25,23,29,27,32,4,0,1,1,16.18,15.0,false,OpenSet RA,r,DP,2,1
16,28,25,32,29,35,4,0,1,1,16.18,16.0,false,OpenSet RA,r,DP,2,2
17,31,27,35,31,37,4,0,1,1,16.66,18.0,false,OpenSet RA,r,DP,2,3
18,34,29,38,33,38,4,0,1,1,16.66,15.0,false,OpenSet RA,r,DP,2,4
19,37,31,41,35,51,4,0,1,1,16.66,27.0,false,OpenSet RA,r,DP,2,5
20,40,33,44,37,39,4,0,1,1,16.66,19.0,false,OpenSet RA,r,DP,2,6
21,43,35,47,39,59,4,0,1,1,17.14,29.0,false,OpenSet RA,r,DP,2,7
22,46,37,50,41,41,4,0,1,1,17.14,20.0,false,OpenSet RA,r,DP,2,8
23,49,39,53,43,41,4,0,1,1,17.14,20.0,false,OpenSet RA,r,DP,2,9
24,52,41,56,45,43,4,0,1,1,17.62,20.0,false,OpenSet RA,r,DP,2,10
25,55,43,59,47,46,4,0,1,1,17.62,22.0,false,OpenSet RA,r,DP,2,11
26,58,45,62,49,46,4,0,1,1,17.62,23.0,false,OpenSet RA,r,DP,2,12
27,61,47,65,51,70,4,0,1,1,17.7,38.0,false,OpenSet RA,r,DP,2,13
28,64,49,68,53,48,4,0,1,1,18.18,30.0,false,OpenSet RA,r,DP,2,14
29,67,51,71,55,74,4,0,1,1,18.18,42.0,false,OpenSet RA,r,DP,2,15
30,41,34,49,42,72,4,0,5,0,17.62,38.0,false,OpenSet RA,r,DP,3,1
31,62,47,81,65,89,12,1,2,2,19.62,51.0,false,OpenSet RA,r,DP,3,2
32,68,50,87,68,105,12,1,2,2,19.7,70.0,false,OpenSet RA,r,DP,3,3
33,74,53,93,71,74,12,1,2,2,20.18,43.0,false,OpenSet RA,r,DP,3,4
34,80,56,99,74,76,12,1,2,2,20.66,46.0,false,OpenSet RA,r,DP,3,5
35,86,59,105,77,77,12,1,2,2,21.14,45.0,false,OpenSet RA,r,DP,3,6
36,92,62,111,80,87,12,1,2,2,21.62,59.0,false,OpenSet RA,r,DP,3,7
37,98,65,117,83,82,12,1,2,2,22.18,51.0,false,OpenSet RA,r,DP,3,8
38,104,68,123,86,88,12,1,2,2,22.66,55.0,false,OpenSet RA,r,DP,3,9
39,110,71,129,89,90,12,1,2,2,23.14,56.0,false,OpenSet RA,r,DP,3,10
40,116,74,135,92,92,12,1,2,2,23.62,59.0,false,OpenSet RA,r,DP,3,11
41,122,77,141,95,95,12,1,2,2,24.18,63.0,false,OpenSet RA,r,DP,3,12
42,128,80,147,98,103,12,1,2,2,24.66,67.0,false,OpenSet RA,r,DP,3,13
43,134,83,153,101,100,12,1,2,2,25.14,65.0,false,OpenSet RA,r,DP,3,14
44,140,86,159,104,100,12,1,2,2,25.62,63.0,false,OpenSet RA,r,DP,3,15
45,76,49,97,69,85,4,0,9,0,21.14,59.0,false,OpenSet RA,r,DP,4,1
46,115,73,161,113,112,20,3,9,2,26.66,68.0,false,OpenSet RA,r,DP,4,2
47,129,77,175,117,118,20,3,4,3,28.18,78.0,false,OpenSet RA,r,DP,4,3
48,152,81,202,121,152,20,3,2,4,8.87,101.0,false,OpenSet RA,r,DP,4,4
49,206,115,319,205,193,56,26,2,4,31.05,98.0,false,OpenSet RA,r,DP,4,5
50,221,119,336,209,206,56,28,2,4,34.12,100.0,false,OpenSet RA,r,DP,4,6
51,236,123,353,213,243,56,30,2,4,38.97,130.0,false,OpenSet RA,r,DP,4,7
52,251,127,370,217,289,56,32,2,4,42.06,162.0,false,OpenSet RA,r,DP,4,8
53,266,131,387,221,241,56,34,2,4,48.05,122.0,false,OpenSet RA,r,DP,4,9
54,281,135,404,225,248,56,36,2,4,51.1,125.0,false,OpenSet RA,r,DP,4,10
55,296,139,421,229,355,56,38,2,4,57.15,168.0,false,OpenSet RA,r,DP,4,11
56,311,143,438,233,285,56,40,2,4,61.26,133.0,false,OpenSet RA,r,DP,4,12
57,326,147,455,237,295,56,42,2,4,67.25,148.0,false,OpenSet RA,r,DP,4,13
58,341,151,472,241,312,56,44,2,4,71.32,159.0,false,OpenSet RA,r,DP,4,14
59,356,155,489,245,316,56,46,2,4,76.38,134.0,false,OpenSet RA,r,DP,4,15
60,108,72,160,124,138,4,0,19,0,26.18,101.0,false,OpenSet RA,r,DP,5,1
61,205,97,302,169,217,28,6,16,3,19.93,155.0,false,OpenSet RA,r,DP,5,2
62,238,112,346,194,264,36,7,10,4,28.95,186.0,false,OpenSet RA,r,DP,5,3
63,302,117,419,199,260,36,7,1,7,35.98,181.0,false,OpenSet RA,r,DP,5,4
64,435,182,709,364,502,110,76,1,7,140.03,233.0,false,OpenSet RA,r,DP,5,5
65,467,187,747,369,562,110,82,1,7,12.21,245.0,false,OpenSet RA,r,DP,5,6
66,1068,282,2309,674,2274,370,694,1,8,139.45,421.0,false,OpenSet RA,r,DP,5,7
67,1178,287,2544,679,2633,370,815,1,8,18.54,410.0,false,OpenSet RA,r,DP,5,8
68,1294,292,2795,684,2915,370,944,1,8,157.68,454.0,false,OpenSet RA,r,DP,5,9
69,1416,297,3062,689,3408,370,1083,1,8,74.91,547.0,false,OpenSet RA,r,DP,5,10
70,1544,302,3345,694,3937,370,1232,1,8,240.4,479.0,false,OpenSet RA,r,DP,5,11
71,1678,307,3644,699,4457,370,1391,1,8,209.09,519.0,false,OpenSet RA,r,DP,5,12
72,1818,312,3959,704,5062,370,1560,1,8,71.38,549.0,false,OpenSet RA,r,DP,5,13
73,1964,317,4290,709,5824,370,1739,1,8,97.28,572.0,false,OpenSet RA,r,DP,5,14
74,2116,322,4637,714,6432,370,1928,1,8,281.43,592.0,false,OpenSet RA,r,DP,5,15
75,183,111,318,243,209,4,0,32,0,16.16,164.0,false,OpenSet RA,r,DP,6,1
76,242,147,416,309,259,28,6,42,1,26.99,197.0,false,OpenSet RA,r,DP,6,2
77,423,163,660,335,458,60,14,20,5,81.04,306.0,false,OpenSet RA,r,DP,6,3
78,572,169,831,341,573,60,15,1,11,107.07,389.0,false,OpenSet RA,r,DP,6,4
79,882,265,1492,587,1241,216,176,1,13,76.77,563.0,false,OpenSet RA,r,DP,6,5
80,947,271,1571,593,1316,216,190,1,13,141.11,557.0,false,OpenSet RA,r,DP,6,6
81,1072,277,1727,599,1395,208,204,1,15,58.7,577.0,false,OpenSet RA,r,DP,6,7
82,3265,463,7472,1205,18513,1284,2390,1,15,326.64,1051.0,false,OpenSet RA,r,DP,6,8
83,3628,469,8313,1211,23364,1351,2773,1,15,353.73,1196.0,false,OpenSet RA,r,DP,6,9
84,6084,0,15001,0,20160,0,7718,0,16,234.76,1826.0,true,OpenSet RA,r,DP,6,10
85,6113,0,15001,0,19376,0,7819,0,15,423.61,1719.0,true,OpenSet RA,r,DP,6,11
86,6261,0,15001,0,18827,0,7676,0,15,250.75,1708.0,true,OpenSet RA,r,DP,6,12
87,6390,0,15001,0,17733,0,7499,0,15,386.87,1805.0,true,OpenSet RA,r,DP,6,13
88,6485,0,15001,0,18218,0,7356,0,15,399.78,1893.0,true,OpenSet RA,r,DP,6,14
89,6532,0,15001,0,16429,0,7477,0,15,356.83,1900.0,true,OpenSet RA,r,DP,6,15
90,319,182,653,506,328,4,0,68,0,40.09,274.0,false,OpenSet RA,r,DP,7,1
91,354,219,720,573,456,28,6,82,1,50.12,376.0,false,OpenSet RA,r,DP,7,2
92,420,246,829,620,469,44,15,61,1,66.16,373.0,false,OpenSet RA,r,DP,7,3
93,1077,253,1643,627,995,100,30,1,17,140.14,667.0,false,OpenSet RA,r,DP,7,4
94,1731,380,3034,954,2895,422,375,1,23,130.24,853.0,false,OpenSet RA,r,DP,7,5
95,1865,387,3198,961,3334,420,405,1,24,151.66,1035.0,false,OpenSet RA,r,DP,7,6
96,2165,394,3574,968,3569,404,436,1,29,177.48,1080.0,false,OpenSet RA,r,DP,7,7
97,6816,0,15001,0,41605,1319,5567,0,29,476.31,2545.0,true,OpenSet RA,r,DP,7,8
98,7060,0,15001,0,12566,181,6460,0,29,304.07,2718.0,true,OpenSet RA,r,DP,7,9
99,6966,0,15001,0,6938,0,6844,0,24,322.27,2578.0,true,OpenSet RA,r,DP,7,10
100,7017,0,15001,0,7403,0,6856,0,24,68.12,2610.0,true,OpenSet RA,r,DP,7,11
101,7124,0,15001,0,8013,0,6781,0,24,149.18,2617.0,true,OpenSet RA,r,DP,7,12
102,7132,0,15001,0,8008,0,6841,0,24,184.74,2515.0,true,OpenSet RA,r,DP,7,13
103,7356,0,15001,0,9698,0,6543,0,29,346.55,2591.0,true,OpenSet RA,r,DP,7,14
104,6985,0,15001,0,9966,0,7064,0,29,130.27,2738.0,true,OpenSet RA,r,DP,7,15
105,565,317,1365,1089,626,4,0,83,0,93.18,522.0,false,OpenSet RA,r,DP,8,1
106,538,355,1352,1157,574,28,6,183,1,97.24,478.0,false,OpenSet RA,r,DP,8,2
107,637,393,1520,1225,784,52,21,182,1,127.28,638.0,false,OpenSet RA,r,DP,8,3
108,717,401,1600,1233,815,52,21,183,1,141.33,671.0,false,OpenSet RA,r,DP,8,4
109,3262,550,5866,1596,8192,754,725,1,40,271.54,1607.0,false,OpenSet RA,r,DP,8,5
110,3567,591,6298,1689,10057,786,808,1,43,321.41,1945.0,false,OpenSet RA,r,DP,8,6
111,4298,593,7246,1684,10910,752,899,1,56,335.37,2123.0,false,OpenSet RA,r,DP,8,7
112,7640,0,15001,0,8506,0,5554,0,44,182.54,3619.0,true,OpenSet RA,r,DP,8,8
113,7620,0,15001,0,8772,0,5689,0,44,250.44,3460.0,true,OpenSet RA,r,DP,8,9
114,7739,0,15001,0,9382,0,5629,0,44,26.5,3746.0,true,OpenSet RA,r,DP,8,10
115,7803,0,15001,0,9635,0,5638,0,44,313.94,3319.0,true,OpenSet RA,r,DP,8,11
116,7968,0,15001,0,7704,0,5498,0,44,298.13,3969.0,true,OpenSet RA,r,DP,8,12
117,8116,0,15001,0,7672,0,5381,0,44,200.57,4039.0,true,OpenSet RA,r,DP,8,13
118,8517,0,15001,0,7678,0,4963,0,56,187.08,4340.0,true,OpenSet RA,r,DP,8,14
119,8466,0,15001,0,7168,0,5083,0,48,120.06,3729.0,true,OpenSet RA,r,DP,8,15
120,959,580,2806,2376,950,4,0,304,0,59.38,821.0,false,OpenSet RA,r,DP,9,1
121,858,619,2696,2445,1020,28,6,325,1,50.22,846.0,false,OpenSet RA,r,DP,9,2
122,994,668,2930,2534,1301,60,28,244,1,94.67,1095.0,false,OpenSet RA,r,DP,9,3
123,1082,677,3018,2543,1211,60,28,294,1,115.46,1001.0,false,OpenSet RA,r,DP,9,4
124,4481,836,8578,2952,13330,906,935,1,46,364.13,3222.0,false,OpenSet RA,r,DP,9,5
125,6727,875,12249,3041,36574,1468,1560,1,76,334.14,4334.0,false,OpenSet RA,r,DP,9,6
126,8522,884,14665,3050,41987,1412,1796,1,106,362.59,5731.0,false,OpenSet RA,r,DP,9,7
127,8589,0,15001,0,10979,0,3656,0,81,140.51,5084.0,true,OpenSet RA,r,DP,9,8
128,8770,0,15001,0,12235,0,3549,0,81,397.13,6064.0,true,OpenSet RA,r,DP,9,9
129,9047,0,15001,0,11654,0,3269,0,81,361.56,5617.0,true,OpenSet RA,r,DP,9,10
130,9280,0,15001,0,11386,0,3116,0,81,236.81,5815.0,true,OpenSet RA,r,DP,9,11
131,9527,0,15001,0,9471,0,2914,0,81,223.67,5863.0,true,OpenSet RA,r,DP,9,12
132,9778,0,15001,0,9686,0,2683,0,81,103.38,6571.0,true,OpenSet RA,r,DP,9,13
133,10011,0,15001,0,8331,0,2488,0,80,165.6,6167.0,true,OpenSet RA,r,DP,9,14
134,9997,0,15001,0,8151,0,2536,0,71,128.38,5942.0,true,OpenSet RA,r,DP,9,15
135,1239,1099,5346,5199,1395,4,0,412,0,79.29,1130.0,false,OpenSet RA,r,DP,10,1
136,1442,1139,5584,5269,1744,28,6,648,1,121.84,1452.0,false,OpenSet RA,r,DP,10,2
137,1619,1199,5891,5379,1823,68,36,562,1,48.36,1509.0,false,OpenSet RA,r,DP,10,3
138,1716,1209,5988,5389,1847,68,36,576,1,77.9,1486.0,false,OpenSet RA,r,DP,10,4
139,6664,1369,13763,5799,24592,1204,1169,1,60,300.42,4914.0,false,OpenSet RA,r,DP,10,5
140,7807,0,15001,0,9911,0,2204,0,69,146.88,6185.0,true,OpenSet RA,r,DP,10,6
141,7820,0,15001,0,8390,0,2266,0,55,63.47,4862.0,true,OpenSet RA,r,DP,10,7
142,7967,0,15001,0,9358,0,2173,0,55,88.42,5768.0,true,OpenSet RA,r,DP,10,8
143,8153,0,15001,0,9538,0,2035,0,55,32.89,6138.0,true,OpenSet RA,r,DP,10,9
144,8338,0,15001,0,9299,0,1898,0,55,229.6,6057.0,true,OpenSet RA,r,DP,10,10
145,8523,0,15001,0,9299,0,1755,0,55,217.97,6231.0,true,OpenSet RA,r,DP,10,11
146,8706,0,15001,0,9328,0,1614,0,55,177.06,6391.0,true,OpenSet RA,r,DP,10,12
147,8890,0,15001,0,8516,0,1466,0,55,190.66,5772.0,true,OpenSet RA,r,DP,10,13
148,9073,0,15001,0,9201,0,1313,0,55,217.56,6512.0,true,OpenSet RA,r,DP,10,14
149,9256,0,15001,0,9204,0,1160,0,55,219.43,6730.0,true,OpenSet RA,r,DP,10,15
150,2701,2130,11995,11350,2838,4,0,771,0,72.51,2292.0,false,OpenSet RA,r,DP,11,1
151,2549,2171,11811,11421,2786,28,6,476,1,51.57,2209.0,false,OpenSet RA,r,DP,11,2
152,2772,2242,12199,11552,3299,76,45,485,1,179.59,2645.0,false,OpenSet RA,r,DP,11,3
153,2880,2253,12307,11563,3285,76,45,390,1,40.01,2635.0,false,OpenSet RA,r,DP,11,4
154,5352,0,15001,0,5037,0,124,0,34,60.02,4065.0,true,OpenSet RA,r,DP,11,5
155,5378,0,15001,0,5488,0,123,0,28,223.52,4663.0,true,OpenSet RA,r,DP,11,6
156,5493,0,15001,0,4908,0,119,0,25,0.0,4123.0,true,OpenSet RA,r,DP,11,7
157,5602,0,15001,0,4978,0,113,0,23,0.0,4272.0,true,OpenSet RA,r,DP,11,8
158,5785,0,15001,0,5821,0,113,0,22,126.31,5073.0,true,OpenSet RA,r,DP,11,9
159,6005,0,15001,0,6370,0,113,0,21,74.05,5712.0,true,OpenSet RA,r,DP,11,10
160,6237,0,15001,0,6046,0,112,0,20,163.64,5365.0,true,OpenSet RA,r,DP,11,11
161,6420,0,15001,0,6260,0,112,0,19,119.7,5653.0,true,OpenSet RA,r,DP,11,12
162,6643,0,15001,0,5690,0,112,0,18,127.75,5049.0,true,OpenSet RA,r,DP,11,13
163,6881,0,15001,0,6009,0,112,0,18,112.22,5393.0,true,OpenSet RA,r,DP,11,14
164,7052,0,15001,0,7247,0,109,0,17,182.36,6694.0,true,OpenSet RA,r,DP,11,15
165,4039,0,15001,0,4674,4,0,192,0,0.0,4077.0,true,OpenSet RA,r,DP,12,1
166,4325,0,15001,0,4976,28,6,281,1,0.0,4378.0,true,OpenSet RA,r,DP,12,2
167,4542,0,15001,0,5138,84,55,206,1,167.34,4480.0,true,OpenSet RA,r,DP,12,3
168,4573,0,15001,0,5353,84,55,419,1,95.26,4687.0,true,OpenSet RA,r,DP,12,4
169,5752,0,15001,0,5989,0,133,0,13,177.66,5380.0,true,OpenSet RA,r,DP,12,5
170,6141,0,15001,0,6303,0,133,0,13,176.85,5714.0,true,OpenSet RA,r,DP,12,6
171,6345,0,15001,0,5929,0,132,0,13,169.83,5343.0,true,OpenSet RA,r,DP,12,7
172,6480,0,15001,0,7460,0,126,0,12,146.75,6944.0,true,OpenSet RA,r,DP,12,8
173,6733,0,15001,0,6140,0,126,0,12,143.05,5596.0,true,OpenSet RA,r,DP,12,9
174,6983,0,15001,0,7300,0,126,0,12,71.06,6842.0,true,OpenSet RA,r,DP,12,10
175,7246,0,15001,0,7527,0,126,0,12,79.89,7010.0,true,OpenSet RA,r,DP,12,11
176,7475,0,15001,0,7618,0,126,0,12,107.04,7105.0,true,OpenSet RA,r,DP,12,12
177,7679,0,15001,0,6957,0,126,0,12,91.82,6428.0,true,OpenSet RA,r,DP,12,13
178,7822,0,15001,0,7158,0,126,0,11,56.48,6657.0,true,OpenSet RA,r,DP,12,14
179,7935,0,15001,0,7904,0,126,0,11,145.93,7398.0,true,OpenSet RA,r,DP,12,15
180,5397,0,15001,0,6452,4,0,230,0,79.44,5931.0,true,OpenSet RA,r,DP,13,1
181,5403,0,15001,0,6133,28,6,263,1,155.41,5564.0,true,OpenSet RA,r,DP,13,2
182,5590,0,15001,0,6872,92,66,97,1,74.12,6250.0,true,OpenSet RA,r,DP,13,3
183,5660,0,15001,0,7096,92,66,283,1,166.69,6485.0,true,OpenSet RA,r,DP,13,4
184,6620,0,15001,0,6864,0,164,0,10,127.61,6301.0,true,OpenSet RA,r,DP,13,5
185,7076,0,15001,0,7908,0,164,0,10,164.38,7314.0,true,OpenSet RA,r,DP,13,6
186,7340,0,15001,0,8701,0,161,0,10,58.49,8181.0,true,OpenSet RA,r,DP,13,7
187,7647,0,15001,0,8825,0,161,0,10,110.97,8241.0,true,OpenSet RA,r,DP,13,8
188,7913,0,15001,0,9002,0,161,0,10,104.81,8477.0,true,OpenSet RA,r,DP,13,9
189,8165,0,15001,0,9273,0,161,0,10,92.96,8739.0,true,OpenSet RA,r,DP,13,10
190,8361,0,15001,0,8467,0,161,0,10,97.43,7909.0,true,OpenSet RA,r,DP,13,11
191,8529,0,15001,0,8762,0,161,0,9,57.23,8248.0,true,OpenSet RA,r,DP,13,12
192,8837,0,15001,0,10219,0,161,0,9,177.72,9712.0,true,OpenSet RA,r,DP,13,13
193,9124,0,15001,0,9276,0,161,0,9,33.12,8766.0,true,OpenSet RA,r,DP,13,14
194,9428,0,15001,0,10694,0,161,0,9,131.84,10208.0,true,OpenSet RA,r,DP,13,15
195,6355,0,15001,0,8468,4,0,48,0,179.9,7936.0,true,OpenSet RA,r,DP,14,1
196,6390,0,15001,0,8262,28,6,80,1,208.99,7739.0,true,OpenSet RA,r,DP,14,2
197,6199,0,15001,0,8355,100,78,44,1,186.81,7658.0,true,OpenSet RA,r,DP,14,3
198,6373,0,15001,0,8538,100,78,47,1,198.83,7823.0,true,OpenSet RA,r,DP,14,4
199,7710,0,15001,0,8888,0,204,0,9,141.65,8237.0,true,OpenSet RA,r,DP,14,5
200,8085,0,15001,0,12187,0,204,0,9,118.35,11589.0,true,OpenSet RA,r,DP,14,6
201,8324,0,15001,0,10963,0,203,0,8,149.12,10345.0,true,OpenSet RA,r,DP,14,7
202,8688,0,15001,0,11338,0,203,0,8,231.69,10796.0,true,OpenSet RA,r,DP,14,8
203,9040,0,15001,0,10373,0,203,0,8,317.8,9791.0,true,OpenSet RA,r,DP,14,9
204,9411,0,15001,0,12247,0,203,0,8,168.54,11694.0,true,OpenSet RA,r,DP,14,10
205,9738,0,15001,0,12778,0,203,0,8,114.31,12242.0,true,OpenSet RA,r,DP,14,11
206,9974,0,15001,0,12631,0,203,0,8,241.93,12083.0,true,OpenSet RA,r,DP,14,12
207,10190,0,15001,0,13029,0,203,0,8,142.73,12439.0,true,OpenSet RA,r,DP,14,13
208,10552,0,15001,0,13721,0,203,0,7,179.53,13214.0,true,OpenSet RA,r,DP,14,14
209,10887,0,15001,0,12463,0,203,0,7,172.66,11932.0,true,OpenSet RA,r,DP,14,15
210,6888,0,15001,0,10582,4,0,39,0,212.79,10013.0,true,OpenSet RA,r,DP,15,1
211,6620,0,15001,0,9789,28,6,40,1,133.88,9220.0,true,OpenSet RA,r,DP,15,2
212,6724,0,15001,0,9853,108,91,33,1,50.39,9191.0,true,OpenSet RA,r,DP,15,3
213,6758,0,15001,0,10703,108,91,31,1,158.06,10006.0,true,OpenSet RA,r,DP,15,4
214,8332,0,15001,0,12295,0,251,0,7,128.37,11555.0,true,OpenSet RA,r,DP,15,5
215,9020,0,15001,0,13235,0,251,0,7,174.4,12533.0,true,OpenSet RA,r,DP,15,6
216,9430,0,15001,0,13237,0,251,0,7,191.92,12595.0,true,OpenSet RA,r,DP,15,7
217,9858,0,15001,0,14297,0,251,0,7,189.49,13617.0,true,OpenSet RA,r,DP,15,8
218,10192,0,15001,0,14693,0,251,0,7,224.12,14010.0,true,OpenSet RA,r,DP,15,9
219,10415,0,15001,0,13915,0,251,0,6,152.87,13229.0,true,OpenSet RA,r,DP,15,10
220,10804,0,15001,0,16014,0,245,0,6,227.68,15365.0,true,OpenSet RA,r,DP,15,11
221,11197,0,15001,0,16557,0,245,0,6,243.13,15972.0,true,OpenSet RA,r,DP,15,12
222,11616,0,15001,0,17180,0,245,0,6,173.59,16561.0,true,OpenSet RA,r,DP,15,13
223,11910,0,15001,0,19249,0,245,0,6,114.22,18653.0,true,OpenSet RA,r,DP,15,14
224,12050,0,15001,0,15705,0,245,0,5,300.51,15117.0,true,OpenSet RA,r,DP,15,15
