,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,transitions/ms,idx,expanded states,used states,used transitions,findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded
249,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,1,1,0.017857142857142856,71,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
250,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,1,2,0.023952095808383235,71,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
251,33.0,191.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,2,1,0.17277486910994763,71,27.0,23.0,27.0,6.0,0.0,1.0,0.0,20.18,29.0,false
252,41.0,207.0,False,,new,experiments/results/DP_2_2/boolean/71.onnx,DP,2,2,0.19806763285024154,71,35.0,25.0,29.0,5.0,0.0,1.0,1.0,20.66,37.0,false
253,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,1,1,0.01764705882352941,72,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
254,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,1,2,0.023952095808383235,72,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
255,61.0,214.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,2,1,0.2850467289719626,72,40.0,32.0,45.0,20.0,0.0,1.0,0.0,21.14,42.0,false
256,65.0,215.0,False,,new,experiments/results/DP_2_2/boolean/72.onnx,DP,2,2,0.3023255813953488,72,43.0,31.0,41.0,17.0,0.0,2.0,0.0,21.14,45.0,false
257,3.0,166.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,1,1,0.018072289156626505,73,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
258,4.0,179.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,1,2,0.0223463687150838,73,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
259,70.0,225.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,2,1,0.3111111111111111,73,45.0,38.0,55.0,25.0,1.0,1.0,0.0,21.62,50.0,false
260,77.0,233.0,False,,new,experiments/results/DP_2_2/boolean/73.onnx,DP,2,2,0.33047210300429186,73,51.0,31.0,42.0,23.0,1.0,2.0,0.0,21.62,59.0,false
261,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,1,1,0.01764705882352941,74,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
262,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,1,2,0.023952095808383235,74,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
263,69.0,234.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,2,1,0.2948717948717949,74,45.0,27.0,35.0,22.0,1.0,1.0,0.0,21.62,59.0,false
264,78.0,230.0,False,,new,experiments/results/DP_2_2/boolean/74.onnx,DP,2,2,0.3391304347826087,74,51.0,31.0,41.0,25.0,1.0,1.0,0.0,21.7,57.0,false
265,3.0,173.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,1,1,0.017341040462427744,75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
266,4.0,174.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,1,2,0.022988505747126436,75,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
267,70.0,223.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,2,1,0.31390134529147984,75,45.0,27.0,35.0,23.0,1.0,1.0,0.0,21.62,52.0,false
268,79.0,227.0,False,,new,experiments/results/DP_2_2/boolean/75.onnx,DP,2,2,0.34801762114537443,75,51.0,31.0,41.0,26.0,1.0,1.0,0.0,21.7,57.0,false
269,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,1,1,0.01744186046511628,76,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
270,4.0,176.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,1,2,0.022727272727272728,76,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
271,80.0,229.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,2,1,0.34934497816593885,76,50.0,27.0,36.0,28.0,1.0,1.0,0.0,22.18,54.0,false
272,95.0,250.0,False,,new,experiments/results/DP_2_2/boolean/76.onnx,DP,2,2,0.38,76,60.0,31.0,42.0,31.0,1.0,1.0,0.0,22.66,65.0,false
273,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,1,1,0.01764705882352941,77,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
274,4.0,170.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,1,2,0.023529411764705882,77,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
275,71.0,236.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,2,1,0.3008474576271186,77,47.0,27.0,35.0,22.0,1.0,2.0,0.0,21.62,46.0,false
276,80.0,241.0,False,,new,experiments/results/DP_2_2/boolean/77.onnx,DP,2,2,0.33195020746887965,77,53.0,31.0,41.0,25.0,1.0,2.0,0.0,21.7,61.0,false
277,3.0,169.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,1,1,0.01775147928994083,78,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
278,4.0,167.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,1,2,0.023952095808383235,78,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
279,69.0,230.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,2,1,0.3,78,47.0,27.0,35.0,19.0,1.0,3.0,1.0,21.62,65.0,false
280,80.0,230.0,False,,new,experiments/results/DP_2_2/boolean/78.onnx,DP,2,2,0.34782608695652173,78,55.0,31.0,41.0,22.0,1.0,3.0,1.0,21.62,59.0,false
281,3.0,179.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,1,1,0.01675977653631285,79,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
282,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,1,2,0.023668639053254437,79,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
283,95.0,233.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,2,1,0.40772532188841204,79,66.0,30.0,39.0,20.0,1.0,2.0,3.0,22.18,58.0,false
284,101.0,240.0,False,,new,experiments/results/DP_2_2/boolean/79.onnx,DP,2,2,0.42083333333333334,79,74.0,0.0,0.0,16.0,1.0,0.0,6.0,0.0,59.0,true
285,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,1,1,0.017543859649122806,80,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
286,4.0,163.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,1,2,0.024539877300613498,80,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
287,101.0,229.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,2,1,0.4410480349344978,80,73.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,62.0,true
288,78.0,228.0,False,,new,experiments/results/DP_2_2/boolean/80.onnx,DP,2,2,0.34210526315789475,80,55.0,28.0,35.0,19.0,0.0,3.0,2.0,21.62,61.0,false
289,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,1,1,0.017543859649122806,81,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
290,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,1,2,0.023391812865497075,81,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
291,58.0,209.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,2,1,0.27751196172248804,81,40.0,27.0,36.0,15.0,0.0,1.0,0.0,21.14,42.0,false
292,96.0,228.0,False,,new,experiments/results/DP_2_2/boolean/81.onnx,DP,2,2,0.42105263157894735,81,66.0,31.0,42.0,16.0,0.0,1.0,3.0,22.18,54.0,false
293,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,1,1,0.01744186046511628,82,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
294,4.0,164.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,1,2,0.024390243902439025,82,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,false
295,71.0,227.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,2,1,0.31277533039647576,82,49.0,27.0,36.0,15.0,0.0,1.0,3.0,21.14,53.0,false
296,95.0,231.0,False,,new,experiments/results/DP_2_2/boolean/82.onnx,DP,2,2,0.41125541125541126,82,65.0,44.0,65.0,22.0,1.0,1.0,1.0,22.18,56.0,false
297,3.0,174.0,False,,new,experiments/results/DP_2_2/boolean/83.onnx,DP,1,1,0.017241379310344827,83,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
298,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/83.onnx,DP,1,2,0.023668639053254437,83,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
299,60.0,221.0,False,,new,experiments/results/DP_2_2/boolean/83.onnx,DP,2,1,0.27149321266968324,83,41.0,27.0,35.0,15.0,0.0,1.0,0.0,21.14,40.0,false
300,91.0,229.0,False,,new,experiments/results/DP_2_2/boolean/83.onnx,DP,2,2,0.39737991266375544,83,60.0,31.0,41.0,21.0,1.0,1.0,4.0,22.18,54.0,false
301,3.0,177.0,False,,new,experiments/results/DP_2_2/boolean/84.onnx,DP,1,1,0.01694915254237288,84,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
302,4.0,176.0,False,,new,experiments/results/DP_2_2/boolean/84.onnx,DP,1,2,0.022727272727272728,84,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
303,73.0,220.0,False,,new,experiments/results/DP_2_2/boolean/84.onnx,DP,2,1,0.33181818181818185,84,48.0,27.0,35.0,18.0,1.0,1.0,2.0,21.62,48.0,false
304,89.0,243.0,False,,new,experiments/results/DP_2_2/boolean/84.onnx,DP,2,2,0.3662551440329218,84,60.0,31.0,41.0,21.0,1.0,1.0,3.0,22.18,64.0,false
305,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/85.onnx,DP,1,1,0.01764705882352941,85,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
306,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/85.onnx,DP,1,2,0.023809523809523808,85,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
307,69.0,213.0,False,,new,experiments/results/DP_2_2/boolean/85.onnx,DP,2,1,0.323943661971831,85,45.0,27.0,35.0,23.0,1.0,1.0,0.0,21.62,46.0,false
308,83.0,224.0,False,,new,experiments/results/DP_2_2/boolean/85.onnx,DP,2,2,0.3705357142857143,85,55.0,31.0,41.0,28.0,1.0,1.0,1.0,22.18,50.0,false
309,3.0,197.0,False,,new,experiments/results/DP_2_2/boolean/86.onnx,DP,1,1,0.015228426395939087,86,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
310,4.0,183.0,False,,new,experiments/results/DP_2_2/boolean/86.onnx,DP,1,2,0.02185792349726776,86,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
311,71.0,221.0,False,,new,experiments/results/DP_2_2/boolean/86.onnx,DP,2,1,0.3212669683257919,86,45.0,27.0,36.0,26.0,1.0,1.0,0.0,21.62,44.0,false
312,84.0,230.0,False,,new,experiments/results/DP_2_2/boolean/86.onnx,DP,2,2,0.3652173913043478,86,55.0,31.0,42.0,27.0,1.0,1.0,1.0,22.18,46.0,false
313,3.0,182.0,False,,new,experiments/results/DP_2_2/boolean/87.onnx,DP,1,1,0.016483516483516484,87,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
314,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/87.onnx,DP,1,2,0.023391812865497075,87,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
315,77.0,236.0,False,,new,experiments/results/DP_2_2/boolean/87.onnx,DP,2,1,0.326271186440678,87,52.0,38.0,56.0,24.0,1.0,2.0,2.0,21.62,60.0,false
316,89.0,251.0,False,,new,experiments/results/DP_2_2/boolean/87.onnx,DP,2,2,0.3545816733067729,87,62.0,36.0,52.0,25.0,1.0,2.0,2.0,22.18,69.0,false
317,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/88.onnx,DP,1,1,0.01744186046511628,88,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
318,4.0,175.0,False,,new,experiments/results/DP_2_2/boolean/88.onnx,DP,1,2,0.022857142857142857,88,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
319,79.0,225.0,False,,new,experiments/results/DP_2_2/boolean/88.onnx,DP,2,1,0.3511111111111111,88,52.0,38.0,56.0,20.0,1.0,3.0,3.0,21.62,52.0,false
320,94.0,237.0,False,,new,experiments/results/DP_2_2/boolean/88.onnx,DP,2,2,0.39662447257383965,88,62.0,44.0,65.0,23.0,1.0,3.0,5.0,22.18,57.0,false
321,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/89.onnx,DP,1,1,0.017857142857142856,89,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
322,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/89.onnx,DP,1,2,0.023391812865497075,89,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
323,73.0,217.0,False,,new,experiments/results/DP_2_2/boolean/89.onnx,DP,2,1,0.33640552995391704,89,48.0,27.0,35.0,25.0,1.0,1.0,1.0,21.62,47.0,false
324,84.0,222.0,False,,new,experiments/results/DP_2_2/boolean/89.onnx,DP,2,2,0.3783783783783784,89,56.0,31.0,41.0,28.0,1.0,1.0,1.0,22.18,52.0,false
325,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/90.onnx,DP,1,1,0.01764705882352941,90,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
326,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/90.onnx,DP,1,2,0.023391812865497075,90,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
327,85.0,228.0,False,,new,experiments/results/DP_2_2/boolean/90.onnx,DP,2,1,0.37280701754385964,90,55.0,35.0,49.0,29.0,1.0,1.0,3.0,22.18,54.0,false
328,98.0,235.0,False,,new,experiments/results/DP_2_2/boolean/90.onnx,DP,2,2,0.41702127659574467,90,65.0,40.0,56.0,31.0,1.0,1.0,4.0,22.66,61.0,false
329,3.0,177.0,False,,new,experiments/results/DP_2_2/boolean/91.onnx,DP,1,1,0.01694915254237288,91,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
330,4.0,166.0,False,,new,experiments/results/DP_2_2/boolean/91.onnx,DP,1,2,0.024096385542168676,91,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
331,78.0,228.0,False,,new,experiments/results/DP_2_2/boolean/91.onnx,DP,2,1,0.34210526315789475,91,51.0,38.0,56.0,28.0,0.0,1.0,2.0,21.62,51.0,false
332,89.0,225.0,False,,new,experiments/results/DP_2_2/boolean/91.onnx,DP,2,2,0.39555555555555555,91,61.0,36.0,52.0,26.0,0.0,2.0,2.0,22.18,54.0,false
333,3.0,167.0,False,,new,experiments/results/DP_2_2/boolean/92.onnx,DP,1,1,0.017964071856287425,92,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
334,4.0,174.0,False,,new,experiments/results/DP_2_2/boolean/92.onnx,DP,1,2,0.022988505747126436,92,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
335,60.0,216.0,False,,new,experiments/results/DP_2_2/boolean/92.onnx,DP,2,1,0.2777777777777778,92,39.0,32.0,45.0,22.0,0.0,1.0,0.0,21.14,42.0,false
336,66.0,214.0,False,,new,experiments/results/DP_2_2/boolean/92.onnx,DP,2,2,0.308411214953271,92,43.0,36.0,51.0,24.0,0.0,1.0,0.0,21.62,44.0,false
337,3.0,172.0,False,,new,experiments/results/DP_2_2/boolean/93.onnx,DP,1,1,0.01744186046511628,93,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,false
338,4.0,171.0,False,,new,experiments/results/DP_2_2/boolean/93.onnx,DP,1,2,0.023391812865497075,93,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
339,87.0,223.0,False,,new,experiments/results/DP_2_2/boolean/93.onnx,DP,2,1,0.3901345291479821,93,57.0,32.0,46.0,19.0,0.0,3.0,3.0,21.62,55.0,false
340,95.0,222.0,False,,new,experiments/results/DP_2_2/boolean/93.onnx,DP,2,2,0.42792792792792794,93,63.0,36.0,52.0,22.0,0.0,3.0,3.0,22.18,52.0,false
341,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/94.onnx,DP,1,1,0.017857142857142856,94,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
342,4.0,175.0,False,,new,experiments/results/DP_2_2/boolean/94.onnx,DP,1,2,0.022857142857142857,94,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
343,75.0,222.0,False,,new,experiments/results/DP_2_2/boolean/94.onnx,DP,2,1,0.33783783783783783,94,48.0,43.0,70.0,23.0,0.0,1.0,1.0,21.62,47.0,false
344,89.0,235.0,False,,new,experiments/results/DP_2_2/boolean/94.onnx,DP,2,2,0.37872340425531914,94,58.0,47.0,76.0,25.0,0.0,1.0,3.0,22.18,65.0,false
345,3.0,174.0,False,,new,experiments/results/DP_2_2/boolean/95.onnx,DP,1,1,0.017241379310344827,95,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
346,4.0,173.0,False,,new,experiments/results/DP_2_2/boolean/95.onnx,DP,1,2,0.023121387283236993,95,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
347,66.0,231.0,False,,new,experiments/results/DP_2_2/boolean/95.onnx,DP,2,1,0.2857142857142857,95,46.0,25.0,31.0,16.0,0.0,2.0,1.0,21.14,57.0,false
348,73.0,237.0,False,,new,experiments/results/DP_2_2/boolean/95.onnx,DP,2,2,0.3080168776371308,95,52.0,28.0,35.0,17.0,0.0,2.0,1.0,21.62,67.0,false
349,3.0,170.0,False,,new,experiments/results/DP_2_2/boolean/96.onnx,DP,1,1,0.01764705882352941,96,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
350,4.0,174.0,False,,new,experiments/results/DP_2_2/boolean/96.onnx,DP,1,2,0.022988505747126436,96,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
351,67.0,223.0,False,,new,experiments/results/DP_2_2/boolean/96.onnx,DP,2,1,0.3004484304932735,96,46.0,27.0,35.0,19.0,0.0,2.0,1.0,21.14,40.0,false
352,75.0,226.0,False,,new,experiments/results/DP_2_2/boolean/96.onnx,DP,2,2,0.33185840707964603,96,52.0,31.0,41.0,21.0,0.0,2.0,1.0,21.62,56.0,false
353,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/97.onnx,DP,1,1,0.017857142857142856,97,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
354,4.0,174.0,False,,new,experiments/results/DP_2_2/boolean/97.onnx,DP,1,2,0.022988505747126436,97,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
355,101.0,230.0,False,,new,experiments/results/DP_2_2/boolean/97.onnx,DP,2,1,0.4391304347826087,97,73.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,60.0,true
356,84.0,233.0,False,,new,experiments/results/DP_2_2/boolean/97.onnx,DP,2,2,0.3605150214592275,97,58.0,31.0,41.0,22.0,0.0,1.0,2.0,21.62,54.0,false
357,3.0,171.0,False,,new,experiments/results/DP_2_2/boolean/98.onnx,DP,1,1,0.017543859649122806,98,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
358,4.0,168.0,False,,new,experiments/results/DP_2_2/boolean/98.onnx,DP,1,2,0.023809523809523808,98,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
359,72.0,236.0,False,,new,experiments/results/DP_2_2/boolean/98.onnx,DP,2,1,0.3050847457627119,98,46.0,38.0,60.0,24.0,0.0,1.0,1.0,21.62,54.0,false
360,80.0,234.0,False,,new,experiments/results/DP_2_2/boolean/98.onnx,DP,2,2,0.3418803418803419,98,52.0,42.0,66.0,25.0,0.0,1.0,1.0,21.62,56.0,false
361,3.0,174.0,False,,new,experiments/results/DP_2_2/boolean/99.onnx,DP,1,1,0.017241379310344827,99,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
362,4.0,170.0,False,,new,experiments/results/DP_2_2/boolean/99.onnx,DP,1,2,0.023529411764705882,99,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,false
363,63.0,258.0,False,,new,experiments/results/DP_2_2/boolean/99.onnx,DP,2,1,0.2441860465116279,99,45.0,23.0,27.0,16.0,0.0,2.0,2.0,21.14,55.0,false
364,66.0,212.0,False,,new,experiments/results/DP_2_2/boolean/99.onnx,DP,2,2,0.3113207547169811,99,49.0,25.0,29.0,13.0,0.0,2.0,2.0,21.14,39.0,false
365,3.0,168.0,False,,new,experiments/results/DP_2_2/boolean/100.onnx,DP,1,1,0.017857142857142856,100,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,false
366,4.0,180.0,False,,new,experiments/results/DP_2_2/boolean/100.onnx,DP,1,2,0.022222222222222223,100,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
367,101.0,230.0,False,,new,experiments/results/DP_2_2/boolean/100.onnx,DP,2,1,0.4391304347826087,100,69.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,59.0,true
368,101.0,237.0,False,,new,experiments/results/DP_2_2/boolean/100.onnx,DP,2,2,0.42616033755274263,100,72.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,65.0,true
369,3.0,169.0,False,,new,experiments/results/DP_2_2/boolean/101.onnx,DP,1,1,0.01775147928994083,101,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,false
370,4.0,169.0,False,,new,experiments/results/DP_2_2/boolean/101.onnx,DP,1,2,0.023668639053254437,101,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,false
371,101.0,238.0,False,,new,experiments/results/DP_2_2/boolean/101.onnx,DP,2,1,0.42436974789915966,101,69.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,56.0,true
372,101.0,247.0,False,,new,experiments/results/DP_2_2/boolean/101.onnx,DP,2,2,0.4089068825910931,101,72.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,65.0,true
